id,label,primary_category,n_triples,text
2012.00884,cond-mat,cond-mat.soft,7,"modification of surface properties by polymer adsorption is a widely used technique to tune interactions in molecular experiments such as nanopore sensing. here, we investigate how the ionic current noise through solid-state nanopores reflects the adsorption of short, neutral polymers to the pore surface. the power spectral density of the noise shows a characteristic change upon adsorption of polymer, the magnitude of which is strongly dependent on both polymer length and salt concentration. in particular, for short polymers at low salt concentrations no change is observed, despite verification of comparable adsorption in these systems using quartz crystal microbalance measurements. we propose that the characteristic noise is generated by the movement of polymers on and off the surface and perform simulations to assess the feasibility of this model. excellent agreement with experimental data is obtained using physically motivated simulation parameters, providing deep insight into the shape of the adsorption potential and underlying processes. this paves the way towards using noise spectral analysis for in situ characterisation of functionalised nanopores. [SEP] The ionic current noise reflect the adsorption. The power spectral density show a characteristic change. No change use quartz crystal microbalance measurements. The characteristic noise perform simulations. Excellent agreement use physically motivated simulation parameters. Excellent agreement provide deep insight. This pave the way."
2406.16810,cs,cs.LG,10,"while unlearning knowledge from large language models (llms) is receiving increasing attention, one important aspect remains unexplored. existing approaches and benchmarks assume data points to-be-forgotten are independent, ignoring their inter-connectivity - a fundamental characteristic of real-world data structures. in this paper, we propose pistol, a method for compiling structural datasets. pistol leverages the inherently structured nature of contractual relationships, offering several key benefits. first, it enables insights into the impact of structural data on unlearning effectiveness. second, it provides precise and concise ground truths for clearer evaluation. third, its attribute generation does not require input from pre-trained llms, mitigating confounding risks. leveraging datasets synthesized using pistol, we demonstrate how data inter-connectivity impacts llm unlearning. specifically, (a) in both the pre-trained and fine-tuned models, unlearning difficulty increases as data inter-connectivity grows, (b) there is a positive correlation between the density of the knowledge graph and unlearning difficulty, and (c) when the to-be-forgotten data is skewed towards one domain, balancing retaining performance across all domains is challenging. [SEP] One important aspect receive increasing attention. Existing approaches ignore their inter-connectivity. We propose pistol. Pistol leverage the inherently structured nature. Pistol offer several key benefits. It enable insights. It provide precise and concise ground truths. Its attribute generation require input. Its attribute generation mitigate confounding risks. Data inter-connectivity impact llm unlearning."
1908.11617,cond-mat,cond-mat.str-el,2,"layered -rucl3 has been discussed as a proximate kitaev spin liquid compound. raman and thz spectroscopy of magnetic excitations confirm that the low-temperature antiferromagnetic ordered phase features a broad raman continuum, together with two magnon-like excitations at 2.7 and 3.6 mev, respectively. the continuum strength is maximized as long-range order is suppressed by an external magnetic field. the state above the field-induced quantum phase transition around 7.5 t is characterized by a gapped multi-particle continuum out of which a two-particle bound state emerges, together with a well-defined single-particle excitation at lower energy. exact diagonalization calculations demonstrate that kitaev and off-diagonal exchange terms in the fleury-loudon operator are crucial for the occurrence of these features in the raman spectra. our study firmly establishes the partially-polarized quantum disordered character of the high-field phase. [SEP] A proximate kitaev spin liquid compound. Our study establish the partially-polarized quantum disordered character."
2012.07541,cs,cs.CV,12,"most end-to-end multi-object tracking (mot) methods face the problems of low accuracy and poor generalization ability. although traditional filter-based methods can achieve better results, they are difficult to be endowed with optimal hyperparameters and often fail in varying scenarios. to alleviate these drawbacks, we propose a lidar-based 3d mot framework named flowmot, which integrates point-wise motion information with the traditional matching algorithm, enhancing the robustness of the motion prediction. we firstly utilize a scene flow estimation network to obtain implicit motion information between two adjacent frames and calculate the predicted detection for each old tracklet in the previous frame. then we use hungarian algorithm to generate optimal matching relations with the id propagation strategy to finish the tracking task. experiments on kitti mot dataset show that our approach outperforms recent end-to-end methods and achieves competitive performance with the state-of-the-art filter-based method. in addition, ours can work steadily in the various-speed scenarios where the filter-based methods may fail. [SEP] Methods face the problems. Traditional filter-based methods achieve better results. We alleviate these drawbacks. We propose a lidar-based 3d mot framework. Which integrate point-wise motion information. We enhance the robustness. We utilize a scene flow estimation network. We obtain implicit motion information. We use hungarian algorithm. We generate optimal matching relations. Our approach outperform recent end-to-end methods. Our approach achieve competitive performance."
2303.01145,hep-ph,hep-ph,4,"we investigate the angular decay distribution of the four-fold , and decays that proceed through quark level transition. we use the model independent effective hamiltonian with vector and axial vector new physics operators to formulate the angular observables and study the implications of different latest new physics scenarios, taken from the global fits to all the data, on these observables. we also give standard model and new physics predictions of several observables such as differential branching ratios, forward backward asymmetry, longitudinal polarization fraction of , and the unpolarized and polarized lepton flavor universality violating ratios. future measurements of the predicted angular observables, both at current and future high energy colliders, will add to the useful complementary data required to clarify the structure of new physics in neutral current decays. [SEP] We investigate the angular decay distribution. We use the model independent effective hamiltonian. We formulate the angular observables. We give standard model."
2406.05190,cs,cs.LG,8,"data augmentation has the potential to improve the performance of machine learning models by increasing the amount of training data available. in this study, we evaluated the effectiveness of different data augmentation techniques for a multi-label emotion classification task using a low-resource dataset. our results showed that back translation outperformed autoencoder-based approaches and that generating multiple examples per training instance led to further performance improvement. in addition, we found that back translation generated the most diverse set of unigrams and trigrams. these findings demonstrate the utility of back translation in enhancing the performance of emotion classification models in resource-limited situations. [SEP] Data augmentation have the potential. We evaluate the effectiveness. We use a low-resource dataset. Back translation outperform autoencoder-based approaches. Back translation generate multiple examples. Back translation generate the most diverse set. These findings demonstrate the utility. These findings enhance the performance."
1712.05970,eess,eess.SP,4,"as known, receivers with in-phase and quadrature phase (i/q) down conversion, especially direct-conversion architectures, always suffer from i/q imbalance. i/q imbalance is caused by amplitude and phase mismatch between i/q paths. the performance degradation resulting from i/q imbalance can not be mitigated with simply higher signal to noise ratio (snr). thus, i/q imbalance compensation in the digital domain is critical. there are two main contributions in this paper. firstly, we proposed a blind estimation algorithm for i/q imbalance parameters based on joint first and second order statistics (fss) which has lower complexity than conventional gaussian maximum likelihood estimation (gmle). this can be used for further processing such as equalization in the presence of receiver iq imbalance. in addition, we find out the reason of the error floor in conventional i/q imbalance compensation method based on the conjugate signal model (csm). the proposed joint first order statistics and conjugate signal model (fscsm) compensation algorithm can reach the ideal bit error rate (ber) performance. [SEP] We propose a blind estimation algorithm. Which have lower complexity. We find the reason. The proposed joint first order statistics reach the ideal bit error rate (ber) performance."
1912.11394,physics,physics.ins-det,2,"coating thermal noise is a fundamental limit for precision experiments based on optical and quantum transducers. in this review, after a brief overview of the techniques for coating thermal noise measurements, we present the latest world-wide research activity on low-noise coatings, with a focus on the results obtained at the laboratoire des mat\'eriaux avanc\'es. we report new updated values for the ta o , ta o -tio and sio coatings of the advanced ligo, advanced virgo and kagra detectors, and new results from sputtered nb o , tio -nb o , ta o -zro , mgf , alf and silicon nitride coatings. amorphous silicon, crystalline coatings, high-temperature deposition, multi-material coatings and composite layers are also briefly discussed, together with the latest developments of structural analyses and models. [SEP] We present the latest world-wide research activity. We report new updated values."
2201.01306,astro-ph,astro-ph.GA,6,"the voit et al. (2020) black hole feedback valve model predicts relationships between stellar velocity dispersion and atmospheric structure among massive early-type galaxies. in this work, we test that model using the chandra archival sample of 49 early-type galaxies from lakhchaura et al. (2018). we consider relationships between stellar velocity dispersion and entropy profile slope, multiphase gas extent, and the ratio of cooling time to freefall time. we also define subsamples based on data quality and entropy profile properties that clarify those relationships and enable more specific tests of the model predictions. we find that the atmospheric properties of early-type galaxies generally align with the predictions of the voit et al. (2020) model, in that galaxies with greater stellar velocity dispersion tend to have radial profiles of pressure, gas density, and entropy with steeper slopes and less extended multiphase gas. quantitative agreement with the model predictions improves when the sample is restricted to have low central entropy and stellar velocity dispersion of between 220 and 300 km/s. [SEP] The voit predict relationships. We test that model. We consider relationships. We define subsamples. That clarify those relationships. That enable more specific tests."
2510.10714,cs,cs.CC,3,"in this column, we overview recent progress by many authors on understanding the approximability of constraint satisfaction problems (csps) in low-space streaming models. inspired by this recent progress, we collate nine conjectural lower bounds against streaming algorithms for csps, some of which appear here for the first time. [SEP] We overview recent progress. We understand the approximability. We collate nine conjectural lower bounds."
2205.06074,math,math.AP,9,"preservation of the angle of reflection when an internal gravity wave hits a sloping boundary generates a focusing mechanism if the angle between the direction of propagation of the incident wave and the horizontal is close to the slope inclination (near-critical reflection). this paper provides an explicit description of the leading approximation of the unique leray solution to the near-critical reflection of internal waves from a slope in the form of a beam wave. more precisely, our beam wave approach allows to construct a fully consistent and lyapunov stable approximate solution, -close to the leray solution, in the form of a beam wave, within a certain (nonlinear) time-scale. to the best of our knowledge, this is the first result wherea mathematical study of internal waves in terms of spatially localized beam waves is performed.\\%a beam wave is a linear superposition of rapidly oscillating plane waves, where the high frequency of oscillation is proportional to the inverse of a power of the small parameter measuring the weak amplitude of waves. \\%being localized in the physical space thanks to rapid oscillations (and high variations of the modulus of the wavenumber), beams are physically more relevant than plane waves/packets of waves, whose wavenumber is nearly fixed (microloca\-li\-zed). at the mathematical level, this marks a strong difference between the previous plane waves/packets of waves analysis and our approach. \\%the main novelty of this work is to exploit the spatial localization of beam waves to exhibit a spatially localized, physically relevant solution and to improve the previous mathematical results from a twofold perspective: 1) our beam wave approximate solution is the sum of a finite number of terms, each of them is a consistent solution to the system and there is no artificial/non-physical corrector; 2) thanks to the absence of artificial correctors (used in the previous results) and to the special structure of the nonlinear term, we can push the expansion of our solution to next orders, so improving the accuracy and enlarging the consistency time-scale.finally, our results provide a set of initial conditions localized on rays, for which the leray solution maintains approximately in the same localization. [SEP] An internal gravity wave hit a sloping boundary. Preservation generate a focusing mechanism. This paper provide an explicit description. Our beam wave approach construct consistent. This mark a strong difference. \\%the main novelty exploit the spatial localization. 2) thanks push the expansion. 2) thanks improve the accuracy. Our results provide a set."
1909.04975,math,math.CV,3,"firstly we establish a sharp pointwise estimate for the arbitrary derivative of the function where denotes the fock space for then, in a particular hilbert case when we establish another specific pointwise sharp estimate. we also consider the differential operator between and for and its adjoint. [SEP] We establish a sharp pointwise estimate. We establish another specific pointwise sharp estimate. We consider the differential operator."
2410.22703,math,math.ST,9,"both empirical and theoretical investigations of scale-free network models have found that large degrees in a network exert an outsized impact on its structure. however, the tools used to infer the tail behavior of degree distributions in scale-free networks often lack a strong theoretical foundation. in this paper, we introduce a new framework for analyzing the asymptotic distribution of estimators for degree tail indices in scale-free inhomogeneous random graphs. our framework leverages the relationship between the large weights and large degrees of norros-reittu and chung-lu random graphs. in particular, we determine a rate for the number of nodes such that for all , the node with the -th largest weight will have the -th largest degree with high probability. such alignment of upper-order statistics is then employed to establish the asymptotic normality of three different tail index estimators based on the upper degrees. these results suggest potential applications of the framework to threshold selection and goodness-of-fit testing in scale-free networks, issues that have long challenged the network science community. [SEP] Large degrees exert an outsized impact. The tools lack a strong theoretical foundation. We introduce a new framework. Our framework leverage the relationship. We determine a rate. The node have the -th largest degree. Such alignment establish the asymptotic normality. These results suggest potential applications. That challenge the network science community."
1906.10613,math,math.NA,6,"this paper studies a low-communication algorithm for solving elliptic partial differential equations (pde's) on high-performance machines, the nested iteration with range decomposition algorithm (nird). previous work has shown that nird converges to a high level of accuracy within a small, fixed number of iterations (usually one or two) when applied to simple elliptic problems. this paper makes some improvements to the nird algorithm (including the addition of adaptivity during preprocessing, wider choice of partitioning functions, and modified error measurement) that enhance the method's accuracy and scalability, especially on more difficult problems. in addition, an updated convergence proof is presented based on heuristic assumptions that are supported by numerical evidence. furthermore, a new performance model is developed that shows increased performance benefits for nird when problems are more expensive to solve using traditional methods. finally, extensive testing on a variety of elliptic problems provides additional insight into the behavior of nird and additional evidence that nird achieves excellent convergence on a wide class of elliptic pde's and, as such, should be a very competitive method for solving pde's on large parallel computers. [SEP] This paper study a low-communication algorithm. This paper make some improvements. That enhance the method's accuracy. That show increased performance benefits. Extensive testing provide additional insight. Nird achieve excellent convergence."
2409.03244,eess,eess.SY,3,"the paper presents a theoretical study on small-signal stability and damping in bulk power systems with multiple grid-forming inverter-based storage resources. a detailed analysis is presented, characterizing the impacts of inverter droop gains and storage size on the slower eigenvalues, particularly those concerning inter-area oscillation modes. from these parametric sensitivity studies, a set of necessary conditions are derived that the design of droop gain must satisfy to enhance damping performance. the analytical findings are structured into propositions highlighting potential design considerations for improving system stability. the findings are illustrated via numerical studies on an ieee 68-bus grid-forming storage network. [SEP] The paper present a theoretical study. A detailed analysis characterize the impacts. The design enhance damping performance."
1510.04924,q-fin,q-fin.RM,3,"dual risk models are popular for modeling a venture capital or high tech company, for which the running cost is deterministic and the profits arrive stochastically over time. most of the existing literature on dual risk models concentrated on the optimal dividend strategies. in this paper, we propose to study the optimal investment strategy on research and development for the dual risk models to minimize the ruin probability of the underlying company. we will also study the optimization problem when in addition the investment in a risky asset is allowed. [SEP] We study the optimal investment strategy. We minimize the ruin probability. We study the optimization problem."
2009.13785,cond-mat,cond-mat.stat-mech,7,"we study fluctuating dynamics of a freely movable piston that separates an infinite cylinder into two regions filled with ideal gas particles at the same pressure but different temperatures. to investigate statistical properties of the time-averaged velocity of the piston in the long-time limit, we perturbatively calculate the large deviation function of the time-averaged velocity. then, we derive an infinite number of effective langevin equations yielding the same large deviation function as in the original model. finally, we provide two possibilities for uniquely determining the form of the effective model. [SEP] We study fluctuating dynamics. That separate an infinite cylinder. We investigate statistical properties. We calculate the large deviation function. We derive an infinite number. We provide two possibilities. We determine the form."
2511.10836,cond-mat,cond-mat.mes-hall,5,"sub-wavelength cavities have emerged as a promising platform to realize strong light-matter coupling in condensed matter systems. previous studies are limited to dielectric sub-wavelength cavities, which preserve time-reversal symmetry. here, we lift this constraint by proposing a cavity system based on magneto-electric materials, which host surface electromagnons with non-orthogonal electric field and magnetic field components. the quantum fluctuations of the surface electromagnons drive a nearby graphene monolayer into an anyonic chern insulator, characterized by anyonic quasi-particles and a topological gap that decays polynomially with the graphene-substrate distance. our work opens a path to controllably break time-reversal symmetry and induce exotic quantum states through cavity vacuum fluctuations. [SEP] Which preserve time-reversal symmetry. We lift this constraint. We propose a cavity system. The quantum fluctuations drive a nearby graphene monolayer. Our work open a path."
2407.14008,cs,cs.LG,5,"how well will current interpretability techniques generalize to future models? a relevant case study is mamba, a recent recurrent architecture with scaling comparable to transformers. we adapt pre-mamba techniques to mamba and partially reverse-engineer the circuit responsible for the indirect object identification (ioi) task. our techniques provide evidence that 1) layer 39 is a key bottleneck, 2) convolutions in layer 39 shift names one position forward, and 3) the name entities are stored linearly in layer 39's ssm. finally, we adapt an automatic circuit discovery tool, positional edge attribution patching, to identify a mamba ioi circuit. our contributions provide initial evidence that circuit-based mechanistic interpretability tools work well for the mamba architecture. [SEP] We adapt pre-mamba techniques. Our techniques provide evidence. We adapt an automatic circuit discovery tool. We identify a mamba ioi circuit. Our contributions provide initial evidence."
2302.02939,cs,cs.HC,4,"diabetic foot is one of the most common complications of diabetes mellitus and the leading non-traumatic cause of lower-limb amputations worldwide. these complications are preventable with early diagnosis and timely care. however, even in the context of expanding primary health care, this problem continues to increase, which suggests a gap in the training of primary health care professionals regarding the diagnosis and treatment of diabetic foot. this project proposes the development of a virtual reality simulator for training students and professionals in primary health care, aiming to collaborate in filling this gap. the application features gamification elements to increase user engagement. the context of medical care in primary care will be simulated with various clinical cases, including several virtual patients with different stages related to the diabetic foot, seeking to provide credible and distinct experiences to potential users. in addition, we aim to verify usability, effectiveness, and any side effects (cybersickness). finally, we plan to conduct field studies with qualified students and professionals to identify the main benefits and obstacles to applying the technology. [SEP] Which suggest a gap. This project propose the development. We verify usability. We conduct field studies."
2205.02050,cs,cs.DS,2,"the problem of uniformly sampling hypergraph independent sets is revisited. we design an efficient perfect sampler for the problem under a condition similar to that of the asymmetric lov\'asz local lemma. when applied to -regular -uniform hypergraphs on vertices, our sampler terminates in expected time provided for some constant . if in addition the hypergraph is linear, the condition can be weaken to for some constant , matching the rapid mixing condition for glauber dynamics in hermon, sly and zhang [hsz19]. [SEP] We design an efficient perfect sampler. The condition match the rapid mixing condition."
2407.06628,cs,cs.CV,9,"compared with visual signals, inertial measurement units (imus) placed on human limbs can capture accurate motion signals while being robust to lighting variation and occlusion. while these characteristics are intuitively valuable to help egocentric action recognition, the potential of imus remains under-explored. in this work, we present a novel method for action recognition that integrates motion data from body-worn imus with egocentric video. due to the scarcity of labeled multimodal data, we design an mae-based self-supervised pretraining method, obtaining strong multi-modal representations via modeling the natural correlation between visual and motion signals. to model the complex relation of multiple imu devices placed across the body, we exploit the collaborative dynamics in multiple imu devices and propose to embed the relative motion features of human joints into a graph structure. experiments show our method can achieve state-of-the-art performance on multiple public datasets. the effectiveness of our mae-based pretraining and graph-based imu modeling are further validated by experiments in more challenging scenarios, including partially missing imu devices and video quality corruption, promoting more flexible usages in the real world. [SEP] Inertial measurement units capture accurate motion signals. We present a novel method. That integrate motion data. We design an mae-based self-supervised pretraining method. We obtain strong multi-modal representations. We model the complex relation. We exploit the collaborative dynamics. Our method achieve state-of-the-art performance. The effectiveness promote more flexible usages."
2501.07294,cs,cs.IR,10,"recommender systems have become a cornerstone of personalized user experiences, yet their development typically involves significant manual intervention, including dataset-specific feature engineering, hyperparameter tuning, and configuration. to this end, we introduce a novel paradigm: dataset-agnostic recommender systems (dares) that aims to enable a single codebase to autonomously adapt to various datasets without the need for fine-tuning, for a given recommender system task. central to this approach is the dataset description language (dsdl), a structured format that provides metadata about the dataset's features and labels, and allow the system to understand dataset's characteristics, allowing it to autonomously manage processes like feature selection, missing values imputation, noise removal, and hyperparameter optimization. by reducing the need for domain-specific expertise and manual adjustments, dares offers a more efficient and scalable solution for building recommender systems across diverse application domains. it addresses critical challenges in the field, such as reusability, reproducibility, and accessibility for non-expert users or entry-level researchers. [SEP] Recommender systems become a cornerstone. Their development involve significant manual intervention. We introduce a novel paradigm. That enable a single codebase. That provide metadata. The system understand dataset's characteristics. It manage processes. Dares reduce the need. Dares offer a more efficient and scalable solution. It address critical challenges."
2210.05965,cs,cs.DS,6,"in recent years, maximization of dr-submodular continuous functions became an important research field, with many real-worlds applications in the domains of machine learning, communication systems, operation research and economics. most of the works in this field study maximization subject to down-closed convex set constraints due to an inapproximability result by vondr\'ak (2013). however, durr et al. (2021) showed that one can bypass this inapproximability by proving approximation ratios that are functions of , the minimum -norm of any feasible vector. given this observation, it is possible to get results for maximizing a dr-submodular function subject to general convex set constraints, which has led to multiple works on this problem. the most recent of which is a polynomial time -approximation offline algorithm due to du (2022). however, only a sub-exponential time -approximation algorithm is known for the corresponding online problem. in this work, we present a polynomial time online algorithm matching the -approximation of the state-of-the-art offline algorithm. we also present an inapproximability result showing that our online algorithm and du's (2022) offline algorithm are both optimal in a strong sense. finally, we study the empirical performance of our algorithm and the algorithm of du (which was only theoretically studied previously), and show that they consistently outperform previously suggested algorithms on revenue maximization, location summarization and quadratic programming applications. [SEP] Maximization become an important research field. One bypass this inapproximability. One prove approximation ratios. We present a polynomial time online algorithm. We present an inapproximability result. We study the empirical performance."
2105.09582,math,math.CV,1,"estimation of linear and quadratic functionals over different classes of univalent functions is one of the classical problems in geometric function theory. in this paper we solve the problem over some classes of so-called non-linear resolvents, which arise as a fruitful tool in dynamic systems. sharp estimates on early taylor coefficients and the fekete--szeg\""o functional are established. [SEP] We solve the problem."
2208.10745,eess,eess.IV,8,"automated detection of retinal structures, such as retinal vessels (rv), the foveal avascular zone (faz), and retinal vascular junctions (rvj), are of great importance for understanding diseases of the eye and clinical decision-making. in this paper, we propose a novel voting-based adaptive feature fusion multi-task network (vaff-net) for joint segmentation, detection, and classification of rv, faz, and rvj in optical coherence tomography angiography (octa). a task-specific voting gate module is proposed to adaptively extract and fuse different features for specific tasks at two levels: features at different spatial positions from a single encoder, and features from multiple encoders. in particular, since the complexity of the microvasculature in octa images makes simultaneous precise localization and classification of retinal vascular junctions into bifurcation/crossing a challenging task, we specifically design a task head by combining the heatmap regression and grid classification. we take advantage of three different angiograms from various retinal layers, rather than following existing methods that use only a single . to facilitate further research, part of these datasets with the source code and evaluation benchmark have been released for public access:https://github.com/imed-lab/vaff-net. [SEP] We propose a novel voting-based adaptive feature fusion multi-task network. The complexity make simultaneous precise localization. The complexity bifurcation/crosse a challenging task. We design a task head. We combine the heatmap regression. We take advantage. That use only a single. We facilitate further research."
2504.00124,gr-qc,gr-qc,4,"we present a modification to general relativity by making a redefinition of the coupling constant in front of the ricci curvature scalar along with the generalized quasi-topological gravity theories added to the action, that we named geometric cosmology. we give four different exponential convergent models for this class of theories belonging to three different gravities of the geometric cosmology theories. [SEP] We present a modification. We make a redefinition. We name geometric cosmology. We give four different exponential convergent models."
2302.05409,cond-mat,cond-mat.stat-mech,3,"we determine the full distribution and moments of the first passage time for a wide class of stochastic search processes in the limit of frequent stochastic resetting. our results apply to any system whose short-time behavior of the search process without resetting can be estimated. in addition to the typical case of exponentially distributed resetting times, we prove our results for a wide array of resetting time distributions. we illustrate our results in several examples and show that the errors of our approximations vanish exponentially fast in typical scenarios of diffusive search. [SEP] We determine the full distribution. We prove our results. We illustrate our results."
2303.02989,cs,cs.RO,4,"this article presents a unique framework for deploying decentralized and infrastructure-independent swarms of homogeneous aerial vehicles in the real world without explicit communication. this is a requirement in swarm research, which anticipates that global knowledge and communication will not scale well with the number of robots. the system architecture proposed in this article employs the uvdar technique to directly perceive the local neighborhood for direct mutual localization of swarm members. the technique allows for decentralization and high scalability of swarm systems, such as can be observed in fish schools, bird flocks, or cattle herds. the bio-inspired swarming model that has been developed is suited for real-world deployment of large particle groups in outdoor and indoor environments with obstacles. the collective behavior of the model emerges from a set of local rules based on direct observation of the neighborhood using onboard sensors only. the model is scalable, requires only local perception of agents and the environment, and requires no communication among the agents. apart from simulated scenarios, the performance and usability of the entire framework is analyzed in several real-world experiments with a fully-decentralized swarm of uavs deployed in outdoor conditions. to the best of our knowledge, these experiments are the first deployment of decentralized bio-inspired compact swarms of uavs without the use of a communication network or shared absolute localization. the entire system is available as open-source at https://github.com/ctu-mrs. [SEP] This article present a unique framework. The system architecture employ the uvdar technique. The system architecture perceive the local neighborhood. The collective behavior use onboard sensors."
2406.02713,math,math.AT,2,"this paper tackles 's extension problems for the homotopy groups , , and localized at 2, the issues having eluded resolution for more than four decades. we introduce a tool for the theory of determinations of unstable homotopy groups, namely, the rectangular toda bracket, by which we are able to solve the extension problems with respect to these three homotopy groups. [SEP] This paper tackles 's extension problems elude resolution. We introduce a tool."
2203.00857,math,math.RA,2,"we prove that the yoneda ext-algebra of a takeuchi smash product is the graded takeuchi smash product of the yoneda ext-algebras of the two algebras or modules involved. as an application, we prove that graded takeuchi smash products preserve artin-schelter regularity, and describe the nakayama automorphism of the product. [SEP] Graded takeuchi smash products preserve artin-schelter regularity. We describe the nakayama automorphism."
2108.09254,physics,physics.optics,9,"statistics and dynamics of 2d rogue waves in a broad-area semiconductor laser with an intracavity saturable absorber are numerically investigated under the effect of transverse carrier diffusion. we show that lateral diffusion of carriers alters the statistics of rogue waves by enhancing their formation in smaller ratios of carrier lifetimes in the active and passive materials while suppressing them when the ratio is larger. temporal dynamics of the emitted rogue waves is also studied and shown that finite nonzero transverse carrier diffusion coefficient gives them a longer duration. to further approach the realistic experimental situation, we also investigated statistics and dynamics of rogue waves by simulating a circular disk-shape pump which replaces the flat pump profile typically used in numerical simulations of broad-area lasers. we show that finite pump shape reduces the number emitted rogue waves per unit area for large carrier lifetime ratios and increases that for smaller values of the ratio in both below and above laser threshold. temporal width of the emitted rogue waves is also shown to reduce as a consequence of removing the nonphysical effects of infinite flat pump on carrier dynamics. [SEP] Lateral diffusion alter the statistics. Lateral diffusion enhance their formation. Finite nonzero transverse carrier diffusion coefficient give a longer duration. We approach the realistic experimental situation. We investigate statistics. We simulate a circular disk-shape pump. Which replace the flat pump profile. The number emit rogue waves. The number increase that."
2103.05447,physics,physics.flu-dyn,5,"one of the most important subjects of hydraulic engineering is the reliable estimation of the transverse distribution in the rectangular channel of bed and wall shear stresses. this study makes use of the tsallis entropy, genetic programming (gp) and adaptive neuro-fuzzy inference system (anfis) methods to assess the shear stress distribution (ssd) in the rectangular channel. to evaluate the results of the tsallis entropy, gp and anfis models, laboratory observations were used in which shear stress was measured using an optimized preston tube. this is then used to measure the ssd in various aspect ratios in the rectangular channel. to investigate the shear stress percentage, 10 data series with a total of 112 different data were used. the results of the sensitivity analysis show that the most influential parameter for the ssd in a smooth rectangular channel is the dimensionless parameter b/h, where the transverse coordinate is b, and the flow depth is h. with the parameters (b/b), (b/h) for the bed and (z/h), (b/h) for the wall as inputs, the modeling of the gp was better than the other one. based on the analysis, it can be concluded that the use of gp and anfis algorithms is more effective in estimating shear stress in smooth rectangular channels than the tsallis entropy-based equations. [SEP] This study make use. This study assess the shear stress distribution. Laboratory observations evaluate the results. Shear stress use an optimized preston tube. This measure the ssd."
2512.18660,cs,cs.CV,9,"remote sensing (rs) image-text retrieval faces significant challenges in real-world datasets due to the presence of pseudo-matched pairs (pmps), semantically mismatched or weakly aligned image-text pairs, which hinder the learning of reliable cross-modal alignments. to address this issue, we propose a novel retrieval framework that leverages cross-modal gated attention and a positive-negative awareness attention mechanism to mitigate the impact of such noisy associations. the gated module dynamically regulates cross-modal information flow, while the awareness mechanism explicitly distinguishes informative (positive) cues from misleading (negative) ones during alignment learning. extensive experiments on three benchmark rs datasets, i.e., rsicd, rsitmd, and rs5m, demonstrate that our method consistently achieves state-of-the-art performance, highlighting its robustness and effectiveness in handling real-world mismatches and pmps in rs image-text retrieval tasks. [SEP] Remote sensing (rs) image-text retrieval face significant challenges. Which hinder the learning. We address this issue. We propose a novel retrieval framework. That leverage cross-modal gated attention. The gated module regulate cross-modal information flow. The awareness mechanism distinguish informative (positive) cues. Our method achieve state-of-the-art performance. Extensive experiments highlight its robustness."
2108.00662,quant-ph,quant-ph,3,we develop an entanglement criterion with third- and fourth-order cumulants to detect the entanglement of non-gaussian states. the efficiency of the entanglement criterion is investigated for gravitating mirrors in optomechanical systems. we show that the entangled regime of the mirrors is enlarged by the third- and fourth-order cumulants. we also discuss the limitations of the entanglement criterion for mirrors in a highly non-gaussian state. [SEP] We develop an entanglement criterion. We detect the entanglement. We discuss the limitations.
2511.22737,cs,cs.AI,12,"the paper presents a detailed agentic artificial intelligence (ai) model that would enable people with disabilities and neurodivergence to lead healthier lives and have more regular days. the system will use a multi-layer structure; it will include an application and interface layer, an agents layer, and a data source layer to provide adaptive, transparent, and inclusive support. fundamentally, a hybrid reasoning engine will synchronize four special-purpose agents, which include: a personalized-nutrition-based, called a meal planner agent; an adaptive-scheduling-based, called a reminder agent; interactive assistance during grocery shopping and cooking, called a food guidance agent; and a continuous-intake-and-physiological-tracking, called a monitoring agent. all the agents interact through a central communicative system called the blackboard/event bus, which allows autonomous interaction and real-time feedback loops with multimedia user interfaces. privacy-sensitive data sources, including electronic health records (ehrs), nutritional databases, wearable sensors, and smart kitchen internet of things, are also included in the framework and placed into a policy-controlled layer, which ensures data safety and compliance with consent. collaborative care and clinician dashboards allow common supervision, and discussable artificial intelligence (xai) modules give brief explanations of why a decision was made, making users responsible and reliant. the proposed agentic ai framework is an extension beyond traditional assistive systems since it incorporates inclusiveness, personalization, and accessibility at all levels. it displays the intersection of multi-agent reasoning, multi-modal interfaces, and human-centered design that will enable the development of autonomy, health, and digital equity among people with disabilities and neurodivergence. [SEP] The paper present a detailed agentic artificial intelligence (ai) model. That enable people. That lead healthier lives. The system use a multi-layer structure. It include an application and interface layer. A hybrid reasoning engine synchronize four special-purpose agents. Which allow autonomous interaction. Which ensure data safety. Common supervision give brief explanations. It incorporate inclusiveness. It display the intersection. That enable the development."
2311.02944,math,math.CT,4,"for a plural signature and with regard to the category , of naturally preordered idempotent -algebras and surjective homomorphisms, we define a contravariant functor from to , the category of categories, that assigns to in the category - , of -semi-inductive lallement systems of -algebras, and a covariant functor from to , that assigns to in the category , of the coverings of , i.e., the ordered pairs in which is a -algebra and a surjective homomorphism. then, by means of the grothendieck construction, we obtain the categories and ; define a functor from the first category to the second, which we will refer to as the lallement functor; and prove that it is a weak right multiadjoint. finally, we state the relationship between the p onka functor and the lallement functor. [SEP] We define a contravariant functor. We obtain the categories. We define a functor. We state the relationship."
